global_x,global_y,map_member,local_x,local_y,symbol,intent,provisional_code
7,28,50,7,28,G,WALKABLE_SHORT_GRASS,0
8,28,50,8,28,G,WALKABLE_SHORT_GRASS,0
9,28,50,9,28,G,WALKABLE_SHORT_GRASS,0
10,28,50,10,28,G,WALKABLE_SHORT_GRASS,0
11,28,50,11,28,G,WALKABLE_SHORT_GRASS,0
12,28,50,12,28,G,WALKABLE_SHORT_GRASS,0
13,28,50,13,28,G,WALKABLE_SHORT_GRASS,0
14,28,50,14,28,G,WALKABLE_SHORT_GRASS,0
15,28,50,15,28,G,WALKABLE_SHORT_GRASS,0
16,28,50,16,28,G,WALKABLE_SHORT_GRASS,0
17,28,50,17,28,G,WALKABLE_SHORT_GRASS,0
18,28,50,18,28,G,WALKABLE_SHORT_GRASS,0
19,28,50,19,28,G,WALKABLE_SHORT_GRASS,0
20,28,50,20,28,G,WALKABLE_SHORT_GRASS,0
21,28,50,21,28,G,WALKABLE_SHORT_GRASS,0
22,28,50,22,28,G,WALKABLE_SHORT_GRASS,0
23,28,50,23,28,G,WALKABLE_SHORT_GRASS,0
24,28,50,24,28,G,WALKABLE_SHORT_GRASS,0
25,28,50,25,28,G,WALKABLE_SHORT_GRASS,0
26,28,50,26,28,G,WALKABLE_SHORT_GRASS,0
27,28,50,27,28,G,WALKABLE_SHORT_GRASS,0
28,28,50,28,28,G,WALKABLE_SHORT_GRASS,0
29,28,50,29,28,G,WALKABLE_SHORT_GRASS,0
30,28,50,30,28,G,WALKABLE_SHORT_GRASS,0
31,28,50,31,28,G,WALKABLE_SHORT_GRASS,0
32,28,51,0,28,G,WALKABLE_SHORT_GRASS,0
33,28,51,1,28,G,WALKABLE_SHORT_GRASS,0
34,28,51,2,28,G,WALKABLE_SHORT_GRASS,0
35,28,51,3,28,G,WALKABLE_SHORT_GRASS,0
36,28,51,4,28,G,WALKABLE_SHORT_GRASS,0
37,28,51,5,28,G,WALKABLE_SHORT_GRASS,0
38,28,51,6,28,G,WALKABLE_SHORT_GRASS,0
39,28,51,7,28,G,WALKABLE_SHORT_GRASS,0
40,28,51,8,28,G,WALKABLE_SHORT_GRASS,0
41,28,51,9,28,G,WALKABLE_SHORT_GRASS,0
42,28,51,10,28,G,WALKABLE_SHORT_GRASS,0
43,28,51,11,28,G,WALKABLE_SHORT_GRASS,0
44,28,51,12,28,G,WALKABLE_SHORT_GRASS,0
45,28,51,13,28,G,WALKABLE_SHORT_GRASS,0
46,28,51,14,28,G,WALKABLE_SHORT_GRASS,0
47,28,51,15,28,G,WALKABLE_SHORT_GRASS,0
48,28,51,16,28,G,WALKABLE_SHORT_GRASS,0
49,28,51,17,28,G,WALKABLE_SHORT_GRASS,0
50,28,51,18,28,G,WALKABLE_SHORT_GRASS,0
51,28,51,19,28,G,WALKABLE_SHORT_GRASS,0
52,28,51,20,28,G,WALKABLE_SHORT_GRASS,0
53,28,51,21,28,G,WALKABLE_SHORT_GRASS,0
54,28,51,22,28,G,WALKABLE_SHORT_GRASS,0
55,28,51,23,28,G,WALKABLE_SHORT_GRASS,0
56,28,51,24,28,G,WALKABLE_SHORT_GRASS,0
57,28,51,25,28,G,WALKABLE_SHORT_GRASS,0
58,28,51,26,28,G,WALKABLE_SHORT_GRASS,0
59,28,51,27,28,G,WALKABLE_SHORT_GRASS,0
60,28,51,28,28,G,WALKABLE_SHORT_GRASS,0
61,28,51,29,28,G,WALKABLE_SHORT_GRASS,0
62,28,51,30,28,T,BLOCKED_TREE_WALL,1
63,28,51,31,28,T,BLOCKED_TREE_WALL,1
0,29,50,0,29,T,BLOCKED_TREE_WALL,1
1,29,50,1,29,T,BLOCKED_TREE_WALL,1
2,29,50,2,29,G,WALKABLE_SHORT_GRASS,0
3,29,50,3,29,G,WALKABLE_SHORT_GRASS,0
4,29,50,4,29,G,WALKABLE_SHORT_GRASS,0
5,29,50,5,29,G,WALKABLE_SHORT_GRASS,0
6,29,50,6,29,G,WALKABLE_SHORT_GRASS,0
7,29,50,7,29,G,WALKABLE_SHORT_GRASS,0
8,29,50,8,29,G,WALKABLE_SHORT_GRASS,0
9,29,50,9,29,G,WALKABLE_SHORT_GRASS,0
10,29,50,10,29,G,WALKABLE_SHORT_GRASS,0
11,29,50,11,29,G,WALKABLE_SHORT_GRASS,0
12,29,50,12,29,G,WALKABLE_SHORT_GRASS,0
13,29,50,13,29,G,WALKABLE_SHORT_GRASS,0
14,29,50,14,29,G,WALKABLE_SHORT_GRASS,0
15,29,50,15,29,G,WALKABLE_SHORT_GRASS,0
16,29,50,16,29,G,WALKABLE_SHORT_GRASS,0
17,29,50,17,29,G,WALKABLE_SHORT_GRASS,0
18,29,50,18,29,G,WALKABLE_SHORT_GRASS,0
19,29,50,19,29,G,WALKABLE_SHORT_GRASS,0
20,29,50,20,29,G,WALKABLE_SHORT_GRASS,0
21,29,50,21,29,G,WALKABLE_SHORT_GRASS,0
22,29,50,22,29,G,WALKABLE_SHORT_GRASS,0
23,29,50,23,29,G,WALKABLE_SHORT_GRASS,0
24,29,50,24,29,G,WALKABLE_SHORT_GRASS,0
25,29,50,25,29,G,WALKABLE_SHORT_GRASS,0
26,29,50,26,29,G,WALKABLE_SHORT_GRASS,0
27,29,50,27,29,G,WALKABLE_SHORT_GRASS,0
28,29,50,28,29,G,WALKABLE_SHORT_GRASS,0
29,29,50,29,29,G,WALKABLE_SHORT_GRASS,0
30,29,50,30,29,G,WALKABLE_SHORT_GRASS,0
31,29,50,31,29,G,WALKABLE_SHORT_GRASS,0
32,29,51,0,29,G,WALKABLE_SHORT_GRASS,0
33,29,51,1,29,G,WALKABLE_SHORT_GRASS,0
34,29,51,2,29,G,WALKABLE_SHORT_GRASS,0
35,29,51,3,29,G,WALKABLE_SHORT_GRASS,0
36,29,51,4,29,G,WALKABLE_SHORT_GRASS,0
37,29,51,5,29,G,WALKABLE_SHORT_GRASS,0
38,29,51,6,29,G,WALKABLE_SHORT_GRASS,0
39,29,51,7,29,G,WALKABLE_SHORT_GRASS,0
40,29,51,8,29,G,WALKABLE_SHORT_GRASS,0
41,29,51,9,29,G,WALKABLE_SHORT_GRASS,0
42,29,51,10,29,G,WALKABLE_SHORT_GRASS,0
43,29,51,11,29,G,WALKABLE_SHORT_GRASS,0
44,29,51,12,29,G,WALKABLE_SHORT_GRASS,0
45,29,51,13,29,G,WALKABLE_SHORT_GRASS,0
46,29,51,14,29,G,WALKABLE_SHORT_GRASS,0
47,29,51,15,29,G,WALKABLE_SHORT_GRASS,0
48,29,51,16,29,G,WALKABLE_SHORT_GRASS,0
49,29,51,17,29,G,WALKABLE_SHORT_GRASS,0
50,29,51,18,29,G,WALKABLE_SHORT_GRASS,0
51,29,51,19,29,G,WALKABLE_SHORT_GRASS,0
52,29,51,20,29,G,WALKABLE_SHORT_GRASS,0
53,29,51,21,29,G,WALKABLE_SHORT_GRASS,0
54,29,51,22,29,G,WALKABLE_SHORT_GRASS,0
55,29,51,23,29,G,WALKABLE_SHORT_GRASS,0
56,29,51,24,29,G,WALKABLE_SHORT_GRASS,0
57,29,51,25,29,G,WALKABLE_SHORT_GRASS,0
58,29,51,26,29,G,WALKABLE_SHORT_GRASS,0
59,29,51,27,29,G,WALKABLE_SHORT_GRASS,0
60,29,51,28,29,G,WALKABLE_SHORT_GRASS,0
61,29,51,29,29,G,WALKABLE_SHORT_GRASS,0
62,29,51,30,29,T,BLOCKED_TREE_WALL,1
63,29,51,31,29,T,BLOCKED_TREE_WALL,1
0,30,50,0,30,T,BLOCKED_TREE_WALL,1
1,30,50,1,30,T,BLOCKED_TREE_WALL,1
2,30,50,2,30,T,BLOCKED_TREE_WALL,1
3,30,50,3,30,T,BLOCKED_TREE_WALL,1
4,30,50,4,30,T,BLOCKED_TREE_WALL,1
5,30,50,5,30,T,BLOCKED_TREE_WALL,1
6,30,50,6,30,T,BLOCKED_TREE_WALL,1
7,30,50,7,30,T,BLOCKED_TREE_WALL,1
8,30,50,8,30,T,BLOCKED_TREE_WALL,1
9,30,50,9,30,T,BLOCKED_TREE_WALL,1
10,30,50,10,30,T,BLOCKED_TREE_WALL,1
11,30,50,11,30,T,BLOCKED_TREE_WALL,1
12,30,50,12,30,T,BLOCKED_TREE_WALL,1
13,30,50,13,30,T,BLOCKED_TREE_WALL,1
14,30,50,14,30,T,BLOCKED_TREE_WALL,1
15,30,50,15,30,T,BLOCKED_TREE_WALL,1
16,30,50,16,30,T,BLOCKED_TREE_WALL,1
17,30,50,17,30,T,BLOCKED_TREE_WALL,1
18,30,50,18,30,T,BLOCKED_TREE_WALL,1
19,30,50,19,30,T,BLOCKED_TREE_WALL,1
20,30,50,20,30,T,BLOCKED_TREE_WALL,1
21,30,50,21,30,T,BLOCKED_TREE_WALL,1
22,30,50,22,30,T,BLOCKED_TREE_WALL,1
23,30,50,23,30,T,BLOCKED_TREE_WALL,1
24,30,50,24,30,T,BLOCKED_TREE_WALL,1
25,30,50,25,30,T,BLOCKED_TREE_WALL,1
26,30,50,26,30,T,BLOCKED_TREE_WALL,1
27,30,50,27,30,T,BLOCKED_TREE_WALL,1
28,30,50,28,30,T,BLOCKED_TREE_WALL,1
29,30,50,29,30,T,BLOCKED_TREE_WALL,1
30,30,50,30,30,T,BLOCKED_TREE_WALL,1
31,30,50,31,30,T,BLOCKED_TREE_WALL,1
32,30,51,0,30,T,BLOCKED_TREE_WALL,1
33,30,51,1,30,T,BLOCKED_TREE_WALL,1
34,30,51,2,30,T,BLOCKED_TREE_WALL,1
35,30,51,3,30,T,BLOCKED_TREE_WALL,1
36,30,51,4,30,T,BLOCKED_TREE_WALL,1
37,30,51,5,30,T,BLOCKED_TREE_WALL,1
38,30,51,6,30,T,BLOCKED_TREE_WALL,1
39,30,51,7,30,T,BLOCKED_TREE_WALL,1
40,30,51,8,30,T,BLOCKED_TREE_WALL,1
41,30,51,9,30,T,BLOCKED_TREE_WALL,1
42,30,51,10,30,T,BLOCKED_TREE_WALL,1
43,30,51,11,30,T,BLOCKED_TREE_WALL,1
44,30,51,12,30,T,BLOCKED_TREE_WALL,1
45,30,51,13,30,T,BLOCKED_TREE_WALL,1
46,30,51,14,30,T,BLOCKED_TREE_WALL,1
47,30,51,15,30,T,BLOCKED_TREE_WALL,1
48,30,51,16,30,T,BLOCKED_TREE_WALL,1
49,30,51,17,30,T,BLOCKED_TREE_WALL,1
50,30,51,18,30,T,BLOCKED_TREE_WALL,1
51,30,51,19,30,T,BLOCKED_TREE_WALL,1
52,30,51,20,30,T,BLOCKED_TREE_WALL,1
53,30,51,21,30,T,BLOCKED_TREE_WALL,1
54,30,51,22,30,T,BLOCKED_TREE_WALL,1
55,30,51,23,30,T,BLOCKED_TREE_WALL,1
56,30,51,24,30,T,BLOCKED_TREE_WALL,1
57,30,51,25,30,T,BLOCKED_TREE_WALL,1
58,30,51,26,30,T,BLOCKED_TREE_WALL,1
59,30,51,27,30,T,BLOCKED_TREE_WALL,1
60,30,51,28,30,T,BLOCKED_TREE_WALL,1
61,30,51,29,30,T,BLOCKED_TREE_WALL,1
62,30,51,30,30,T,BLOCKED_TREE_WALL,1
63,30,51,31,30,T,BLOCKED_TREE_WALL,1
0,31,50,0,31,T,BLOCKED_TREE_WALL,1
1,31,50,1,31,T,BLOCKED_TREE_WALL,1
2,31,50,2,31,T,BLOCKED_TREE_WALL,1
3,31,50,3,31,T,BLOCKED_TREE_WALL,1
4,31,50,4,31,T,BLOCKED_TREE_WALL,1
5,31,50,5,31,T,BLOCKED_TREE_WALL,1
6,31,50,6,31,T,BLOCKED_TREE_WALL,1
7,31,50,7,31,T,BLOCKED_TREE_WALL,1
8,31,50,8,31,T,BLOCKED_TREE_WALL,1
9,31,50,9,31,T,BLOCKED_TREE_WALL,1
10,31,50,10,31,T,BLOCKED_TREE_WALL,1
11,31,50,11,31,T,BLOCKED_TREE_WALL,1
12,31,50,12,31,T,BLOCKED_TREE_WALL,1
13,31,50,13,31,T,BLOCKED_TREE_WALL,1
14,31,50,14,31,T,BLOCKED_TREE_WALL,1
15,31,50,15,31,T,BLOCKED_TREE_WALL,1
16,31,50,16,31,T,BLOCKED_TREE_WALL,1
17,31,50,17,31,T,BLOCKED_TREE_WALL,1
18,31,50,18,31,T,BLOCKED_TREE_WALL,1
19,31,50,19,31,T,BLOCKED_TREE_WALL,1
20,31,50,20,31,T,BLOCKED_TREE_WALL,1
21,31,50,21,31,T,BLOCKED_TREE_WALL,1
22,31,50,22,31,T,BLOCKED_TREE_WALL,1
23,31,50,23,31,T,BLOCKED_TREE_WALL,1
24,31,50,24,31,T,BLOCKED_TREE_WALL,1
25,31,50,25,31,T,BLOCKED_TREE_WALL,1
26,31,50,26,31,T,BLOCKED_TREE_WALL,1
27,31,50,27,31,T,BLOCKED_TREE_WALL,1
28,31,50,28,31,T,BLOCKED_TREE_WALL,1
29,31,50,29,31,T,BLOCKED_TREE_WALL,1
30,31,50,30,31,T,BLOCKED_TREE_WALL,1
31,31,50,31,31,T,BLOCKED_TREE_WALL,1
32,31,51,0,31,T,BLOCKED_TREE_WALL,1
33,31,51,1,31,T,BLOCKED_TREE_WALL,1
34,31,51,2,31,T,BLOCKED_TREE_WALL,1
35,31,51,3,31,T,BLOCKED_TREE_WALL,1
36,31,51,4,31,T,BLOCKED_TREE_WALL,1
37,31,51,5,31,T,BLOCKED_TREE_WALL,1
38,31,51,6,31,T,BLOCKED_TREE_WALL,1
39,31,51,7,31,T,BLOCKED_TREE_WALL,1
40,31,51,8,31,T,BLOCKED_TREE_WALL,1
41,31,51,9,31,T,BLOCKED_TREE_WALL,1
42,31,51,10,31,T,BLOCKED_TREE_WALL,1
43,31,51,11,31,T,BLOCKED_TREE_WALL,1
44,31,51,12,31,T,BLOCKED_TREE_WALL,1
45,31,51,13,31,T,BLOCKED_TREE_WALL,1
46,31,51,14,31,T,BLOCKED_TREE_WALL,1
47,31,51,15,31,T,BLOCKED_TREE_WALL,1
48,31,51,16,31,T,BLOCKED_TREE_WALL,1
49,31,51,17,31,T,BLOCKED_TREE_WALL,1
50,31,51,18,31,T,BLOCKED_TREE_WALL,1
51,31,51,19,31,T,BLOCKED_TREE_WALL,1
52,31,51,20,31,T,BLOCKED_TREE_WALL,1
53,31,51,21,31,T,BLOCKED_TREE_WALL,1
54,31,51,22,31,T,BLOCKED_TREE_WALL,1
55,31,51,23,31,T,BLOCKED_TREE_WALL,1
56,31,51,24,31,T,BLOCKED_TREE_WALL,1
57,31,51,25,31,T,BLOCKED_TREE_WALL,1
58,31,51,26,31,T,BLOCKED_TREE_WALL,1
59,31,51,27,31,T,BLOCKED_TREE_WALL,1
60,31,51,28,31,T,BLOCKED_TREE_WALL,1
61,31,51,29,31,T,BLOCKED_TREE_WALL,1
62,31,51,30,31,T,BLOCKED_TREE_WALL,1
63,31,51,31,31,T,BLOCKED_TREE_WALL,1
